agency,carpark_id,address,lat,long,price,EV,price_weekend,weekdays_rate_1,weekdays_rate_2,saturday_rate,sunday_publicholiday_rate
HDB,CK62,BLK 687 CHOA CHU KANG DRIVE,1.403832854,103.7498899,$1.20/hr,0,,,,,
HDB,CK63,BLK 689 CHOA CHU KANG CRESCENT,1.402856873,103.7508843,$1.20/hr,1,,,,,
HDB,CK64,BLK 692 CHOA CHU KANG CRESCENT,1.399756221,103.751303,$1.20/hr,0,,,,,
HDB,CK65,"BLK 535,536 AND 537 CHOA CHU KANG STREET 51",1.392012884,103.7440359,$1.20/hr,0,,,,,
HDB,CK66,BLK 573A CHOA CHU KANG STREET 52,1.394014002,103.7455591,$1.20/hr,1,,,,,
HDB,CK7,BLK 135A TECK WHYE LANE,1.380275738,103.7519605,$1.20/hr,0,,,,,
HDB,CK70,BLK 476 CHOA CHU KANG AVENUE 5,1.376926752,103.7381465,$1.20/hr,0,,,,,
HDB,CK71,BLK 488 CHOA CHU KANG AVENUE 5,1.376681298,103.7386808,$1.20/hr,1,,,,,
HDB,CK72,BLK 489 CHOA CHU KANG AVENUE 5,1.375552313,103.7409305,$1.20/hr,0,,,,,
HDB,CK73,BLK 801 KEAT HONG CLOSE,1.375276421,103.7434128,$1.20/hr,0,,,,,
HDB,CK74,BLK 805 KEAT HONG CLOSE,1.373290703,103.7432385,$1.20/hr,1,,,,,
HDB,CK75,BLK 809 CHOA CHU KANG AVENUE 1,1.374975945,103.7445342,$1.20/hr,0,,,,,
HDB,CK76,BLK 810 CHOA CHU KANG AVENUE 7,1.37403396,103.7462067,$1.20/hr,0,,,,,
HDB,CK77,BLK 815 CHOA CHU KANG AVENUE 7,1.376550728,103.7467137,$1.20/hr,1,,,,,
HDB,CK78,817 KEAT HONG LINK,1.376981242,103.7493994,$1.20/hr,0,,,,,
HDB,CK79,BLK 819 KEAT HONG LINK,1.375117213,103.7497119,$1.20/hr,0,,,,,
HDB,CK8,BLK 201-221 CHOA CHU KANG CENTRAL,1.382079549,103.7471057,$1.20/hr,1,,,,,
HDB,CK8A,BLK 203A CHOA CHU KANG AVENUE 1/CENTRAL,1.381212081,103.7489786,$1.20/hr,0,,,,,
HDB,CK9,BLK 223-227 CHOA CHU KANG CENTRAL,1.381489447,103.7449178,$1.20/hr,0,,,,,
HDB,CK9A,BLK 228-239 CHOA CHU KANG CENTRAL,1.379982066,103.7475033,$1.20/hr,1,,,,,
HDB,CLM,BLK 129A CLARENCE LANE,1.292476905,103.8144006,$1.20/hr,0,,,,,
HDB,CLNA,BLK 210 CLEMENTI AVENUE 6,1.322408475,103.7630537,$1.20/hr,0,,,,,
HDB,CLRG,312 CLEMENTI AVENUE 4,1.319043179,103.7639857,$1.20/hr,1,,,,,
HDB,CLTR,BLK 311 CLEMENTI AVENUE 4,1.319353766,103.7651328,$1.20/hr,0,,,,,
HDB,CM1,BLK 10 CANTONMENT CLOSE,1.274452052,103.8392166,$1.20/hr,0,,,,,
HDB,CR1,BLK 1/3/15/17 BEACH ROAD,1.303264678,103.8633077,$1.20/hr,1,,,,,
HDB,CR1A,BLK 2 BEACH ROAD,1.303692197,103.8649585,$1.20/hr,0,,,,,
HDB,CR1B,BLK 3 BEACH ROAD,1.304029913,103.8653587,$1.20/hr,0,,,,,
HDB,CR2,BLK 3/4 BEACH ROAD,1.304677376,103.8656582,$1.20/hr,1,,,,,
HDB,CR29,BLK 29/30 KELANTAN LANE,1.305777613,103.8567933,$1.20/hr,0,,,,,
HDB,CR3,BLK 9 NORTH BRIDGE ROAD,1.305062487,103.8643248,$1.20/hr,0,,,,,
HDB,CR30,BLK 639/640 ROWELL COURT,1.307594,103.854941,$1.20/hr,1,,,,,
HDB,CR31,BLK 632/633/635 VEERASAMY ROAD,1.306243574,103.8546982,$1.20/hr,0,,,,,
HDB,CR4,BLK 7 NORTH BRIDGE ROAD,1.304345868,103.8634372,$1.20/hr,0,,,,,
HDB,CR5,BLK 18/19 JALAN SULTAN,1.303229769,103.8622382,$1.20/hr,1,,,,,
HDB,CR7,BLK 464/463 CRAWFORD LANE,1.305527811,103.8623393,$1.20/hr,0,,,,,
HDB,CSM,BLK 54 CHIN SWEE ROAD MSCP,1.287431991,103.8411652,$1.20/hr,0,,,,,
HDB,CTM1,BLK 441 COMMONWEALTH AVENUE WEST,1.314738453,103.7640729,$1.20/hr,1,,,,,
HDB,CVBK,BLK 8C BOON KENG ROAD,1.316510212,103.8610276,$1.20/hr,0,,,,,
HDB,CV1,BLK 1/1A TELOK PAKU ROAD,1.388322603,103.988178,$1.20/hr,0,,,,,
HDB,CV2,BLK 3 CHANGI VILLAGE ROAD,1.389895916,103.9879889,$1.20/hr,1,,,,,
HDB,CV3,BLK 5 CHANGI VILLAGE ROAD,1.389976551,103.9864869,$1.20/hr,0,,,,,
HDB,CV4,BLK 6 CHANGI VILLAGE ROAD,1.390164532,103.9884541,$1.20/hr,0,,,,,
HDB,CY,BLK 269/269A/269B CHENG YAN COURT CAR PARK,1.300619883,103.8536649,$2.40/hr,1,,,,,
HDB,C10,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",1.318456978,103.7689629,$1.20/hr,0,,,,,
HDB,C11,"BLK 321-322,324-326 CLEMENTI AVENUE 5",1.314794621,103.7661308,$1.20/hr,0,,,,,
HDB,C12,"BLK 301-302,305-308 CLEMENTI AVENUE 4",1.321783599,103.7661061,$1.20/hr,1,,,,,
HDB,C13M,BLK 309A CLEMENTI AVENUE 4,1.320557132,103.7661798,$1.20/hr,0,,,,,
HDB,C14M,BLK 318A CLEMENTI AVENUE 4,1.317386151,103.7651855,$1.20/hr,0,,,,,
HDB,C15M,BLK 440 CLEMENTI AVENUE 3,1.316247967,103.7640464,$1.20/hr,1,,,,,
HDB,C16,BLK 430-435 CLEMENTI AVENUE 3,1.314307717,103.7624816,$1.20/hr,0,,,,,
HDB,C17,"BLK 442-444,442A CLEMENTI AVENUE 3",1.313851522,103.7638966,$1.20/hr,0,,,,,
HDB,C18,BLK 426/428 CLEMENTI AVENUE 3,1.312265463,103.7633744,$1.20/hr,1,,,,,
HDB,C18A,BLK 426/427 CLEMENTI AVENUE 3,1.311749884,103.764187,$1.20/hr,0,,,,,
HDB,C19M,BLK 445 CLEMENTI AVENUE 3,1.313356803,103.7638546,$1.20/hr,0,,,,,
HDB,C2M,BLK 463 CLEMENTI AVENUE 1,1.310922022,103.7678806,$1.20/hr,1,,,,,
HDB,C20,BLK 449-451 CLEMENTI AVENUE 3,1.313341615,103.7652617,$1.20/hr,0,,,,,
HDB,C20M,BLK 462A CLEMENTI AVENUE 3,1.311498059,103.7656508,$1.20/hr,0,,,,,
HDB,C21L,BLK 454 TO 460 CLEMENTI AVENUE 3,1.311008745,103.7670417,$1.20/hr,1,,,,,
HDB,C21M,BLK 455A CLEMENTI AVENUE 3,1.311654997,103.7665267,$1.20/hr,0,,,,,
HDB,C22M,BLK 109A CLEMENTI STREET 11,1.32164406,103.7703399,$1.20/hr,0,,,,,
HDB,C24,BLK 110/118 CLEMENTI STREET 13,1.324191364,103.7712867,$1.20/hr,1,,,,,
HDB,C25,BLK 101-104 CLEMENTI STREET 14,1.322344989,103.7689889,$1.20/hr,0,,,,,
HDB,C26,BLK 105-107 CLEMENTI STREET 12,1.322581512,103.7699291,$1.20/hr,0,,,,,
HDB,C27,BLK 108/109 CLEMENTI STREET 11,1.322236015,103.7705128,$1.20/hr,1,,,,,
HDB,C28,BLK 201/206 CLEMENTI AVENUE 6,1.321151737,103.7633348,$1.20/hr,0,,,,,
HDB,C28M,BLK 208 CLEMENTI AVENUE 6,1.322355496,103.7620715,$1.20/hr,0,,,,,
HDB,C29,BLK 501-505 WEST COAST DRIVE,1.31260841,103.7592318,$1.20/hr,1,,,,,
HDB,C29A,BLK 503 WEST COAST DRIVE,1.31135474,103.7591849,$1.20/hr,0,,,,,
HDB,C3M,BLK 416A CLEMENTI AVENUE 1,1.309807399,103.770131,$1.20/hr,0,,,,,
HDB,C3ML,"BLK 419, 420 AND 420A CLEMENTI AVENUE 1",1.310386549,103.7690923,$1.20/hr,1,,,,,
HDB,C30,BLK 507-509 WEST COAST DRIVE,1.311451901,103.7614211,$1.20/hr,0,,,,,
HDB,C31,BLK 510/511 WEST COAST ROAD,1.310557002,103.7605991,$1.20/hr,0,,,,,
HDB,C32,BLK 514-519 WEST COAST ROAD,1.308619376,103.7590812,$1.20/hr,1,,,,,
HDB,C33,BLK 601-613 CLEMENTI WEST STREET 1,1.304553274,103.7668576,$1.20/hr,0,,,,,
HDB,C34,BLK 702/703 WEST COAST ROAD,1.30700414,103.7609363,$1.20/hr,0,,,,,
HDB,C35,BLK 704-714 CLEMENTI WEST STREET 2,1.305606134,103.7614392,$1.20/hr,1,,,,,
HDB,C36,BLK 728/729 CLEMENTI WEST STREET 2,1.305303507,103.7635574,$1.20/hr,0,,,,,
HDB,C37,"BLK 720-727,730-731 CLEMENTI WEST STREET 2",1.303532158,103.7639717,$1.20/hr,0,,,,,
HDB,C38,BLK 715-717 CLEMENTI WEST STREET 2,1.302800512,103.7625268,$1.20/hr,1,,,,,
HDB,C39,CLEMENTI SPORTS COMPLEX,1.310285017,103.7622399,$1.20/hr,0,,,,,
HDB,C4M,BLK 413A COMMONWEALTH AVENUE WEST,1.311473912,103.7705025,$1.20/hr,0,,,,,
HDB,C40L,BLK 801A TO 801C WEST COAST CRESCENT,1.30078475,103.7638889,$1.20/hr,1,,,,,
HDB,C40M,BLK 801 WEST COAST CRESCENT,1.299702955,103.7639106,$1.20/hr,0,,,,,
HDB,C41,CLEMENTI WOODS,1.300111906,103.7685293,$1.20/hr,0,,,,,
HDB,C5,"BLK 358-360,362-363,366-367 CLEMENTI AVENUE 2",1.313096455,103.7695739,$1.20/hr,1,,,,,
HDB,C6,BLK 328-334 CLEMENTI AVENUE 2,1.314481903,103.7676912,$1.20/hr,0,,,,,
HDB,C7,BLK 349-355 CLEMENTI AVENUE 2,1.31487766,103.770755,$1.20/hr,0,,,,,
HDB,C8,BLK 335/338 CLEMENTI AVENUE 2,1.316668436,103.7686311,$1.20/hr,1,,,,,
HDB,C9,BLK 340/342/343/346-348 CLEMENTI AVENUE  5,1.317643023,103.7703123,$1.20/hr,0,,,,,
HDB,DRM1,BLK 104C DEPOT ROAD,1.280507106,103.8115435,$1.20/hr,0,,,,,
HDB,DRM2,BLK 112C DEPOT ROAD,1.281293322,103.8078531,$1.20/hr,1,,,,,
HDB,DRM3,108A DEPOT ROAD,1.280832325,103.8098679,$1.20/hr,0,,,,,
HDB,DRM4,BLK 105 DEPOT ROAD,1.2808646,103.8123659,$1.20/hr,0,,,,,
HDB,DRM5,BLOCK 110 DEPOT ROAD,1.281325828,103.8094774,$1.20/hr,1,,,,,
HDB,DRS,BLK 102A/102B DEPOT ROAD,1.280463706,103.8129928,$1.20/hr,0,,,,,
HDB,DSRL,BLK 38A MARGARET DRIVE,1.297328499,103.8051482,$1.20/hr,0,,,,,
HDB,DSR1,BLK 31A MARGARET DRIVE,1.298449856,103.8035376,$1.20/hr,1,,,,,
HDB,DSR2,BLK 37A MARGARET DRIVE,1.29788861,103.805331,$1.20/hr,0,,,,,
HDB,DUXM,BLK 1 CANTONMENT ROAD,1.276971348,103.8410541,$2.40/hr,0,,,,,
HDB,DWSO,BLK 40 & 41 MARGARET DRIVE,1.296461592,103.8069433,$1.20/hr,1,,,,,
HDB,DWSP,BLK 95A DAWSON ROAD,1.296067093,103.8119342,$1.20/hr,0,,,,,
HDB,DWST,BLK 89A DAWSON ROAD,1.295180625,103.8119897,$1.20/hr,0,,,,,
HDB,DWSV,BLK 85 DAWSON ROAD,1.295300675,103.8096169,$1.20/hr,1,,,,,
HDB,DWVT,BLK 78A DAWSON ROAD,1.294219313,103.8101445,$1.20/hr,0,,,,,
HDB,ECM,BLK 31A EUNOS CRESCENT,1.319991391,103.9016271,$1.20/hr,0,,,,,
HDB,ECML,"BLK 34 TO 36, 37A TO 37C EUNOS CRESCENT/ EUNOS ROAD 2",1.321242853,103.9015374,$1.20/hr,1,,,,,
HDB,ECM2,BLK 39 EUNOS ROAD 2,1.319809519,103.9006497,$1.20/hr,0,,,,,
HDB,EC2,BLK 12-25 EUNOS CRESCENT,1.322609479,103.9044421,$1.20/hr,0,,,,,
HDB,EC3,BLK 5-8/11/4A EUNOS CRESCENT,1.321150492,103.9044758,$1.20/hr,1,,,,,
HDB,EC4,BLK 1-3/1A EUNOS CRESCENT,1.320510217,103.9026924,$1.20/hr,0,,,,,
HDB,EC5,BLK 9-10 EUNOS CRESCENT,1.322027242,103.9026652,$1.20/hr,0,,,,,
HDB,EC7,BLK 842-848 SIMS AVENUE,1.317777477,103.9016257,$1.20/hr,1,,,,,
HDB,EC7T,BLK 842 TO 848 SIMS AVENUE,1.318385777,103.9011965,$1.20/hr,0,,,,,
HDB,EC8,BLK 2A EUNOS MRT SIMS AVENUE,1.319220632,103.9032081,$1.20/hr,0,,,,,
HDB,EI1,BLK 1001-1085 EUNOS INDUSTRIAL ESTATE,1.323426622,103.896847,$1.20/hr,1,,,,,
HDB,EI3,BLK 410 TO 417 EUNOS ROAD 5,1.318840236,103.8983797,$1.20/hr,0,,,,,
HDB,EPL,BLK 1/7 EVERTON PARK,1.277157519,103.8399127,$1.20/hr,0,,,,,
HDB,EPM,BLK 6A EVERTON ROAD,1.276178406,103.8389082,$1.20/hr,1,,,,,
HDB,FRM,BLK 808 FRENCH ROAD MSCP,1.308752449,103.8613647,$1.20/hr,0,,,,,
HDB,FR2C,BLK 3/4 QUEEN'S ROAD,1.318272162,103.8077126,$1.20/hr,0,,,,,
HDB,FR2S,BLK 2/3/4 QUEEN'S ROAD,1.31791447,103.8071839,$1.20/hr,1,,,,,
HDB,FR3M,BLK 8A EMPRESS ROAD,1.31668861,103.8062106,$1.20/hr,0,,,,,
HDB,FR4M,BLK 6A FARRER ROAD,1.316869505,103.8075345,$1.20/hr,0,,,,,
HDB,GBM,BLK 60A GEYLANG BAHRU,1.322766141,103.8686337,$1.20/hr,1,,,,,
HDB,GEM,BLK 118 ALJUNIED AVENUE 2,1.320030577,103.8876027,$1.20/hr,0,,,,,
HDB,GEML,BLK 118 ALJUNIED AVENUE 2,1.319931506,103.8878498,$1.20/hr,0,,,,,
HDB,GE1A,BLK 99-106/111-112 ALJUNIED CRESCENT,1.319881253,103.8834378,$1.20/hr,1,,,,,
HDB,GE1B,BLK 114-117 ALJUNIED AVENUE 2,1.3211992,103.8869925,$1.20/hr,0,,,,,
HDB,GE1C,BLK 119 ALJUNIED CRESCENT,1.319752554,103.8862991,$1.20/hr,0,,,,,
HDB,GE1D,BLK 1005-1012 ALJUNIED CRESCENT,1.321847773,103.8891634,$1.20/hr,1,,,,,
HDB,GE1E,BLK 109-110 ALJUNIED CRESCENT,1.319715246,103.884428,$1.20/hr,0,,,,,
HDB,GE1F,BLK 107-108 ALJUNIED CRESCENT,1.319203715,103.8842356,$1.20/hr,0,,,,,
HDB,GE1G,BLK 95 & 113 ALJUNIED CRESCENT,1.320956167,103.8863088,$1.20/hr,1,,,,,
HDB,GE2,BLK 120 TO 123 GEYLANG EAST CENTRAL,1.317939195,103.8848394,$1.20/hr,0,,,,,
HDB,GE3,BLK 124 TO 128 GEYLANG EAST AVENUE 1,1.317494767,103.8873633,$1.20/hr,0,,,,,
HDB,GE5,BLK 129-134 GEYLANG EAST AVENUE 1/2,1.31654356,103.8875653,$1.20/hr,1,,,,,
HDB,GMLM,BLK 24 GHIM MOH LINK,1.308722128,103.7858206,$1.20/hr,0,,,,,
HDB,GM1A,BLK 2A GHIM MOH ROAD,1.312607437,103.7869257,$1.20/hr,0,,,,,
HDB,GM1B,BLK 5A GHIM MOH ROAD,1.312915497,103.7882569,$1.20/hr,1,,,,,
HDB,GM1M,31A GHIM MOH LINK,1.309348246,103.7843689,$1.20/hr,0,,,,,
HDB,GM2,BLK 7/8/9 GHIM MOH ROAD,1.311595206,103.7881601,$1.20/hr,0,,,,,
HDB,GM2A,BLK 8A GHIM MOH ROAD,1.310864847,103.7872643,$1.20/hr,1,,,,,
HDB,GM3,BLK 19/20 GHIM MOH ROAD,1.31114971,103.7888531,$1.20/hr,0,,,,,
HDB,GM5,BLK 21 GHIM MOH ROAD,1.310375662,103.7885108,$1.20/hr,0,,,,,
HDB,GM6A,BLK 13A GHIM MOH ROAD,1.309486346,103.7887229,$1.20/hr,1,,,,,
HDB,GM6B,BLK 16A GHIM MOH ROAD,1.309604883,103.7876523,$1.20/hr,0,,,,,
HDB,GSM,BLK 2 GEYLANG SERAI,1.317200491,103.8983401,$1.20/hr,0,,,,,
HDB,GSML,BLK 2 GEYLANG SERAI,1.317025005,103.8984885,$1.20/hr,1,,,,,
HDB,HCM,BLK 104A HENDERSON CRESCENT,1.289039957,103.8215599,$1.20/hr,0,,,,,
HDB,HDBH,BLK 480 480 LORONG 6 TOA PAYOH,1.332198178,103.8483192,$1.20/hr,0,,,,,
HDB,HE1,BLK 102/103/104 HENDERSON CRESCENT,1.289216051,103.8223554,$1.20/hr,1,,,,,
HDB,HE12,BLK 78/81 REDHILL LANE,1.288203936,103.8186506,$1.20/hr,0,,,,,
HDB,HE14,BLK 115 BUKIT MERAH VIEW,1.285708315,103.8222525,$1.20/hr,0,,,,,
HDB,HE17,BLK 93/96 HENDERSON ROAD,1.286416983,103.8203888,$1.20/hr,1,,,,,
HDB,HE19,ALEXANDRA ROAD,1.290534521,103.8209851,$1.20/hr,0,,,,,
HDB,HE22,BLK 105 HENDERSON ROAD,1.290014678,103.8228481,$1.20/hr,0,,,,,
HDB,HE24,BLK 116 BUKIT MERAH VIEW,1.284662023,103.8209853,$1.20/hr,1,,,,,
HDB,HE3,BLK 116/117 BUKIT MERAH VIEW,1.284712933,103.8217117,$1.20/hr,0,,,,,
HDB,HE4,BLK 121/122 & 127 BUKIT MERAH VIEW,1.283464849,103.8227829,$1.20/hr,0,,,,,
HDB,HE9,BLK 118/119 BUKIT MERAH VIEW,1.2837013,103.8211938,$1.20/hr,1,,,,,
HDB,HG1,"BLK 1,2,6,7 HOUGANG AVENUE 3",1.362159101,103.8941797,$1.20/hr,0,,,,,
HDB,HG1A,BLK 470 UPPER SERANGOON CRESCENT,1.378657334,103.9017851,$1.20/hr,0,,,,,
HDB,HG1B,BLK 475 UPPER SERANGOON CRESCENT,1.375714343,103.9006892,$1.20/hr,1,,,,,
HDB,HG1C,BLK 476 UPPER SERANGOON VIEW,1.377860857,103.9038619,$1.20/hr,0,,,,,
HDB,HG1D,BLK 376 HOUGANG STREET 32,1.363736938,103.8941133,$1.20/hr,0,,,,,
HDB,HG1E,BLK 377 HOUGANG STREET 32,1.362644888,103.8947156,$1.20/hr,1,,,,,
HDB,HG1F,BLK 229 HOUGANG STREET 21,1.358106772,103.8871054,$1.20/hr,0,,,,,
HDB,HG10,BLK 101-108 HOUGANG AVENUE 1,1.354541313,103.8904836,$1.20/hr,0,,,,,
HDB,HG11,BLK 301-319 HOUGANG AVENUE 5,1.365952631,103.8949804,$1.20/hr,1,,,,,
HDB,HG12,BLK 320-324 HOUGANG AVENUE 5,1.36668867,103.898161,$1.20/hr,0,,,,,
HDB,HG13,BLK 325/326 HOUGANG AVENUE 7,1.367828724,103.8985638,$1.20/hr,0,,,,,
HDB,HG14,"BLK 327-328,332-334,358-363 HOUGANG AVENUE 5",1.369191364,103.8964277,$1.20/hr,1,,,,,
HDB,HG15,BLK 208-210 HOUGANG STREET 21,1.358954418,103.8867122,$1.20/hr,0,,,,,
HDB,HG16,BLK 211-212 HOUGANG STREET 21,1.359720026,103.8880915,$1.20/hr,0,,,,,
HDB,HG17,BLK 231/233/235/237 HOUGANG STREET 21,1.35766907,103.8879577,$1.20/hr,1,,,,,
HDB,HG18,BLK 230/232/234/236/238 HOUGANG AVENUE 1,1.358049866,103.8889504,$1.20/hr,0,,,,,
HDB,HG19,BLK 138-145 LORONG AH SOO,1.352838991,103.8838023,$1.20/hr,0,,,,,
HDB,HG2,BLK 15-18 HOUGANG AVENUE 3,1.362909842,103.8920255,$1.20/hr,1,,,,,
HDB,HG2A,BLK 473 UPPER SERANGOON CRESCENT,1.376365815,103.9007208,$1.20/hr,0,,,,,
HDB,HG2B,BLK 933 HOUGANG AVENUE 9,1.375523408,103.8824558,$1.20/hr,0,,,,,
HDB,HG2C,BLK 364 / 365 UPPER SERANGOON RD,1.370101338,103.8972276,$1.20/hr,1,,,,,
HDB,HG2D,"BLK 581,582 AND 582A BUANGKOK GREEN",1.379400625,103.8871818,$1.20/hr,0,,,,,
HDB,HG20,BLK 128-137 LORONG AH SOO,1.350277127,103.8864275,$1.20/hr,0,,,,,
HDB,HG22,BLK 154-157 HOUGANG STREET 11,1.352467067,103.8804324,$1.20/hr,1,,,,,
HDB,HG23,BLK 239-246 HOUGANG STREET 22,1.357506164,103.8915463,$1.20/hr,0,,,,,
HDB,HG24,BLK 247-254 HOUGANG AVENUE 3,1.359791683,103.8916917,$1.20/hr,0,,,,,
HDB,HG26,BLK 335-341 HOUGANG AVENUE 7,1.369490116,103.898853,$1.20/hr,1,,,,,
HDB,HG29,BLK 351-357 HOUGANG AVENUE 7,1.372335787,103.8990805,$1.20/hr,0,,,,,
HDB,HG3A,BLK 997 BUANGKOK CRESCENT,1.385416057,103.8807875,$1.20/hr,0,,,,,
HDB,HG3B,BLK 991 BUANGKOK LINK,1.384293203,103.8816245,$1.20/hr,1,,,,,
HDB,HG3C,BLK 996 BUANGKOK CRESCENT,1.386769973,103.8820055,$1.20/hr,0,,,,,
HDB,HG3D,BLK 998 BUANGKOK CRESCENT,1.384204576,103.8796736,$1.20/hr,0,,,,,
HDB,HG3E,BLK 993 BUANGKOK LINK,1.385114144,103.8836581,$1.20/hr,1,,,,,
HDB,HG3L,"BLK 993A-993B, 994A-994C, 995A-995D, BUANGKOK CRESCENT/BUANGKOK LINK",1.386203101,103.8816033,$1.20/hr,0,,,,,
HDB,HG30,BLK 464-468 HOUGANG AVENUE 10,1.373252644,103.8969659,$1.20/hr,0,,,,,
HDB,HG31,BLK 414-416 HOUGANG AVENUE 10,1.375408984,103.8965025,$1.20/hr,1,,,,,
HDB,HG32,BLK 601-608 HOUGANG AVENUE 4,1.371372579,103.8860602,$1.20/hr,0,,,,,
HDB,HG33,BLK 609-621 HOUGANG AVENUE 8,1.369561301,103.8843751,$1.20/hr,0,,,,,
HDB,HG34,BLK 622-632 HOUGANG AVENUE 8,1.369935999,103.8815031,$1.20/hr,1,,,,,
HDB,HG35,"BLK 701-702,707-710 HOUGANG AVENUE 2",1.366483266,103.8889637,$1.20/hr,0,,,,,
HDB,HG36,"BLK 703-706,711-712 HOUGANG AVENUE 2",1.366112093,103.8876039,$1.20/hr,0,,,,,
HDB,HG37,BLKS 501-507 HOUGANG AVENUE 8,1.373002146,103.8873707,$1.20/hr,1,,,,,
HDB,HG38,"BLK 508-517,520-533 HOUGANG AVENUE 10",1.373386878,103.8902947,$1.20/hr,0,,,,,
HDB,HG39,HOUGANG SPORTS COMPLEX,1.369936927,103.8859678,$1.20/hr,0,,,,,
HDB,HG4,BLK 19-23 HOUGANG AVENUE 3,1.36422398,103.8909834,$1.20/hr,1,,,,,
HDB,HG40,"BLK 1 TO 32, 37 TO 38 DEFU LANE 10",1.352112375,103.8920843,$1.20/hr,0,,,,,
HDB,HG41,BLK 633-642 & 647-648 HOUGANG AVENUE 8,1.371269641,103.8793501,$1.20/hr,0,,,,,
HDB,HG42,BLK 643-646/649-662/665-667 HOUGANG AVENUE 8,1.374154544,103.8834179,$1.20/hr,1,,,,,
HDB,HG43,BLK 668-680 HOUGANG AVENUE 8,1.372106634,103.8843042,$1.20/hr,0,,,,,
HDB,HG44,BLK 681-684 HOUGANG AVENUE 4/8,1.3736423,103.8863297,$1.20/hr,0,,,,,
HDB,HG45,BLK 685-691 HOUGANG STREET 61,1.375897326,103.88613,$1.20/hr,1,,,,,
HDB,HG46,BLK 692-698 HOUGANG STREET 61,1.375851347,103.886963,$1.20/hr,0,,,,,
HDB,HG47,BLK 805 HOUGANG CENTRAL,1.371177611,103.8939622,$1.20/hr,0,,,,,
HDB,HG48,BLK 417-434 HOUGANG AVENUE 6/8/10,1.375418672,103.8940937,$1.20/hr,1,,,,,
HDB,HG49,BLK 435-458 HOUGANG AVENUE 6/8,1.378786829,103.8947593,$1.20/hr,0,,,,,
HDB,HG5,BLK 24/25 HOUGANG AVENUE 3,1.365348867,103.8923108,$1.20/hr,0,,,,,
HDB,HG50,BLK 534-545 HOUGANG AVENUE 8,1.377325329,103.8913337,$1.20/hr,1,,,,,
HDB,HG51,BLK 546-555 HOUGANG STREET 51,1.378644535,103.8901131,$1.20/hr,0,,,,,
HDB,HG52,BLK 556-566 HOUGANG STREET 51,1.380276108,103.8897556,$1.20/hr,0,,,,,
HDB,HG53,BLK 830A HOUGANG CENTRAL,1.370865349,103.8907031,$1.20/hr,1,,,,,
HDB,HG54,BLK 220-222 HOUGANG STREET 21,1.356637944,103.8843547,$1.20/hr,0,,,,,
HDB,HG55,BLK 814 HOUGANG AVENUE 10,1.372676945,103.8932122,$1.20/hr,0,,,,,
HDB,HG56,BLK 830-835 HOUGANG CENTRAL,1.371196773,103.8901223,$1.20/hr,1,,,,,
HDB,HG57,DEFU LANE 7,1.355330689,103.8969463,$1.20/hr,0,,,,,
HDB,HG58,DEFU LANE 8,1.357107974,103.8967214,$1.20/hr,0,,,,,
HDB,HG59,DEFU LANE 9,1.35087674,103.8933197,$1.20/hr,1,,,,,
HDB,HG60,BLK 548A HOUGANG STREET 51,1.378997863,103.8911938,$1.20/hr,0,,,,,
HDB,HG61,BLK 559A HOUGANG STREET 51,1.379647509,103.8891544,$1.20/hr,0,,,,,
HDB,HG62,BLK 566A HOUGANG STREET 51,1.380820472,103.8885596,$1.20/hr,1,,,,,
HDB,HG63,BLK 465A UPPER SERANGOON ROAD,1.372351181,103.8973645,$1.20/hr,0,,,,,
HDB,HG64,BLK 682-684 HOUGANG STREET 61,1.374334759,103.8862976,$1.20/hr,0,,,,,
HDB,HG65,DEFU LANE 11,1.342300194,103.8928282,$1.20/hr,1,,,,,
HDB,HG66,DEFU LANE 12,1.340580416,103.8954401,$1.20/hr,0,,,,,
HDB,HG67,"BLK 401-413, 460-463 HOUGANG AVENUE 10",1.37428617,103.8958176,$1.20/hr,0,,,,,
HDB,HG68,BLK 838A HOUGANG CENTRAL,1.369917979,103.8918395,$1.20/hr,1,,,,,
HDB,HG69,BLK 850A HOUGANG CENTRAL,1.36997427,103.8929698,$1.20/hr,0,,,,,
HDB,HG7,BLK 109-127 HOUGANG AVENUE 1,1.353646604,103.887803,$1.20/hr,0,,,,,
HDB,HG70,BLK 567A HOUGANG STREET 51,1.378967052,103.8885084,$1.20/hr,1,,,,,
HDB,HG71,BLK 574A HOUGANG STREET 51,1.377696187,103.8863739,$1.20/hr,0,,,,,
HDB,HG72,BLK 576A HOUGANG AVENUE 4,1.37861777,103.8859114,$1.20/hr,0,,,,,
HDB,HG73,BLK 909A HOUGANG STREET 91,1.378297943,103.8835514,$1.20/hr,1,,,,,
HDB,HG74,BLK 166A HOUGANG AVENUE 1,1.350813808,103.8880705,$1.20/hr,0,,,,,
HDB,HG75,BLK 172A HOUGANG AVENUE 1,1.350585213,103.8889979,$1.20/hr,0,,,,,
HDB,HG76,BLK 159A HOUGANG STREET 11,1.351751698,103.879474,$1.20/hr,1,,,,,
HDB,HG77,BLK 919A HOUGANG AVENUE 4,1.375447696,103.8842441,$1.20/hr,0,,,,,
HDB,HG78,BLK 925A HOUGANG STREET 91,1.376769141,103.8832659,$1.20/hr,0,,,,,
HDB,HG79,BLK 931A HOUGANG STREET 91,1.37604157,103.8804913,$1.20/hr,1,,,,,
