agency,carpark_id,address,lat,long,price,EV,price_weekend,weekdays_rate_1,weekdays_rate_2,saturday_rate,sunday_publicholiday_rate
LTA,Z197,People's Park Centre,1.28583565,103.84403374819917,7am-5pm: $1.50 per ½ hr,0,,7am-5pm: $1.50 per ½ hr,Aft 5pm: $2.50 per entry,Same as wkdays,Same as wkdays
LTA,3,Raffles City,1.2933767,103.8532134,8am-5.59pm: $2.20 for 1st hr; $0.55 for sub. 15mins,1,"$2.20 for 1st 2hrs, $0.40 for sub. 15mins for 3rd and 4th hr, $0.60 for sub. 15mins for 5th hr onwards.",8am-5.59pm: $2.20 for 1st hr; $0.55 for sub. 15mins,6pm-7.59am: $3 per entry,"$2.20 for 1st 2hrs, $0.40 for sub. 15mins for 3rd and 4th hr, $0.60 for sub. 15mins for 5th hr onwards.",Same as Saturday
LTA,Z198,Raffles Hotel,1.2946815,103.8546412,12am-6pm: $3 for 1st ½ hr; $1.50 for sub. ½ hr,0,,12am-6pm: $3 for 1st ½ hr; $1.50 for sub. ½ hr,6pm-12am: $6 per entry,Same as wkdays,$6 per entry
LTA,Z199,Republic Plaza,1.2830522000000002,103.85092977851384,7am-5pm: $3 per ½ hr,0,"Charges same as wkdays, but $3 per entry after 12pm",7am-5pm: $3 per ½ hr,Aft 5pm: $3 per entry,"Charges same as wkdays, but $3 per entry after 12pm",$3 per entry
LTA,26,Resorts World Sentosa,1.25574585,103.82123439403355,Mon-Thu: 7am-7pm: $7 for 1st hr; $1 for sub. ½ hr or part thereof. (Max: $28 per 24 hrs),1,Fri/Sat-Sun/PH: 7am-7pm: $8 for 1st hr; $2 for sub. ½ hr or part thereof.  Aft 7pm: $8 per entry (Max: $28 per 24 hrs),Mon-Thu: 7am-7pm: $7 for 1st hr; $1 for sub. ½ hr or part thereof. (Max: $28 per 24 hrs),Aft 7pm: $6 per entry,Fri/Sat-Sun/PH: 7am-7pm: $8 for 1st hr; $2 for sub. ½ hr or part thereof.  Aft 7pm: $8 per entry (Max: $28 per 24 hrs),Same as Saturday
LTA,Z200,Robertson Walk,1.29183045,103.84177887607396,6am-6pm: $1.50 for 1st hr or part thereof; $0.50 for sub. ½ hr or part thereof.,0,,6am-6pm: $1.50 for 1st hr or part thereof; $0.50 for sub. ½ hr or part thereof.,Aft 6pm: $4 per entry,Same as wkdays,$4 per entry
LTA,Z201,Robinson 77 (Formerly SIA Building),1.277809355717813,103.84843799471128,7am-5pm: $2.4 per ½ hr,0,"Charges same as wkdays, but $2.4 per entry after 2pm",7am-5pm: $2.4 per ½ hr,5pm-11pm: $2.4 per entry,"Charges same as wkdays, but $2.4 per entry after 2pm",$2.4 per entry
LTA,Z202,Robinson Centre,1.2792862,103.84936100874307,8am-5pm: $2 per ½ hr,1,"Charges same as wkdays, but $2 per entry after 1pm",8am-5pm: $2 per ½ hr,Aft 5pm: $3 per entry,"Charges same as wkdays, but $2 per entry after 1pm",Same as Saturday
LTA,Z203,The Clementi Mall,1.31497235,103.76446774079233,Daily: $1.50 for 1st hr; $0.80 for sub. ½ hr,0,,Daily: $1.50 for 1st hr; $0.80 for sub. ½ hr,-,-,-
LTA,Z204,SOTA Carpark,1.299272640476698,103.8481783249757,7.00am-5.59pm: $2.50 per hr,0,7am-5.59pm: $2.50 per hr. 6pm-2am (the next day): $5 per entry. 2.01am-6.59am: $5 (additional flat fee for overnight parking),7.00am-5.59pm: $2.50 per hr,6pm-2am (the next day): $5 per entry. 2.01am-6.59am: $5 (additional flat fee for overnight parking),7am-5.59pm: $2.50 per hr. 6pm-2am (the next day): $5 per entry. 2.01am-6.59am: $5 (additional flat fee for overnight parking),Same as Saturday
LTA,Z205,SGX Centre,1.2792732999999998,103.84981855415552,7am-5pm: $2.50 per ½ hr,1,7am-10pm: $3 per entry,7am-5pm: $2.50 per ½ hr,5pm-10pm: $3 per entry (The car park closed at 10pm daily),7am-10pm: $3 per entry,Same as Saturday
LTA,Z206,Shenton House,1.2785707,103.85009267194712,8am-5.30pm: $3 per ½ hr,0,"Charges same as wkdays, but $3 per entry after 2pm",8am-5.30pm: $3 per ½ hr,Aft 5.30pm: $3 per entry,"Charges same as wkdays, but $3 per entry after 2pm",$3 per entry
LTA,Z207,Sim Lim Square,1.3030332,103.85302554045288,3:30am-6pm: $0.05 per min,0,,3:30am-6pm: $0.05 per min,Aft 6pm: $2 per entry (1st hr Free parking from 6pm-10pm daily inclusive of PH),Same as wkdays,Same as wkdays
LTA,Z208,Sim Lim Tower,1.30394525,103.85473068930796,8am-6pm: $1.50 per ½ hr,1,,8am-6pm: $1.50 per ½ hr,Aft 6pm: $3 per entry,Same as wkdays,$3 per entry
LTA,Z209,Singapore General Hospital Carpark,1.2798440394532449,103.83055311207735,7am-9.59pm: $0.018 per min/$1.08 per hr,0,,7am-9.59pm: $0.018 per min/$1.08 per hr,10pm-6.59am: $2.14 per entry,Same as wkdays,$2.14 per entry
LTA,Z210,Singapore Land Tower,1.28462765,103.85204328391993,For Tenants only,0,,For Tenants only,-,-,-
LTA,Z211,Six Battery Road,1.28551495,103.8518385962664,7am-6pm: $3.10 per ½ hr,1,"Charges same as wkdays, but $3.70 per entry after 1pm",7am-6pm: $3.10 per ½ hr,Aft 6pm: $3.70 per entry,"Charges same as wkdays, but $3.70 per entry after 1pm",$3.70 per entry
LTA,Z212,Sunshine Plaza,1.30035675,103.85094154804258,7am-6pm: $1.07 per ½ hr,0,,7am-6pm: $1.07 per ½ hr,Aft 6pm: $3.21 per entry,Same as wkdays,Same as wkdays
LTA,1,Suntec City,1.2942651,103.8591876,7am-5pm: $2.20 for 1st hr; $1.10 for sub. ½ hr (excluding PH),0,$1.10 per hr,7am-5pm: $2.20 for 1st hr; $1.10 for sub. ½ hr (excluding PH),5pm-12am:$2.20 per entry; Aft 12am:$1.10 per hr,$1.10 per hr,Same as Saturday
LTA,Z213,Tanjong Katong Complex,1.3164858499999998,103.89435668595966,HDB coupon parking,1,HDB coupon parking,HDB coupon parking,HDB coupon parking,HDB coupon parking,HDB coupon parking
LTA,Z214,The Adelphi,1.2911776,103.85139502912791,6am-5pm: $2.40 for 1st hr; $1.20 for sub. ½ hr,0,,6am-5pm: $2.40 for 1st hr; $1.20 for sub. ½ hr,5pm-1am: $3.21 per entry,Same as wkdays,6am-1am: $3.21 per entry
LTA,Z215,The Concourse,1.30086755,103.86182080820193,7am-5pm: $2.14 for 1st hr; $1.07 for sub. ½ hr,0,"Charges same as wkdays, but $1.07 per entry after 12pm",7am-5pm: $2.14 for 1st hr; $1.07 for sub. ½ hr,Aft 5pm: $2.14 per entry,"Charges same as wkdays, but $1.07 per entry after 12pm",$1.07 per entry
LTA,Z216,The Corporate Office,1.27819188938126,103.84815019656376,7am-5pm: $4 per hr,1,,7am-5pm: $4 per hr,Aft 5pm: $2.50 per entry,Same as wkdays,Closed
LTA,4,The Esplanade,1.2892313,103.8568405,6am-6pm: $2 per hr ($1.50 per ½ hr at Waterfront car park daily) 12pm-2pm $2 per entry,0,6am-6pm: $2 per hr ($1.50 per ½ hr at Waterfront car park daily),6am-6pm: $2 per hr ($1.50 per ½ hr at Waterfront car park daily) 12pm-2pm $2 per entry,6pm-10pm: $6 per entry; Aft 10pm: $2 per entry,6am-6pm: $2 per hr ($1.50 per ½ hr at Waterfront car park daily),Same as Saturday
LTA,Z217,UE Square,1.29215005,103.84268019372212,8am-5pm: $2.00 for 1st hr; $1 for sub. hr,0,8am-1pm: $2.00 for 1st hr; $1 for sub. hr; Aft 11pm: $3 per entry,8am-5pm: $2.00 for 1st hr; $1 for sub. hr,Aft 5pm: $3 per entry,8am-1pm: $2.00 for 1st hr; $1 for sub. hr; Aft 11pm: $3 per entry,$3 per entry
LTA,Z218,UOB Plaza,1.2853829499999998,103.8507185015088,7am-6pm: $2.50 per ½ hr,1,7am-12am: $3.50 per entry. Aft 12am $3.50 per entry,7am-6pm: $2.50 per ½ hr,6pm-12am: $3.50 per entry. Aft 12am: $3.50 per entry,7am-12am: $3.50 per entry. Aft 12am $3.50 per entry,Same as Saturday
LTA,16,VivoCity,1.26437065,103.82295373341056,7am-6pm: $1.20 for 1st hr; $0.60 for sub. ½ hr,0,7am-6pm: $1.40 for 1st hr; $0.70 for sub. ½ hr; 6.01pm-4am: $3.50 per entry; Aft 4am: $2.50 per hr,7am-6pm: $1.20 for 1st hr; $0.60 for sub. ½ hr,6.01pm-4am: $3 per entry; Aft 4am: $2.50 per hr,7am-6pm: $1.40 for 1st hr; $0.70 for sub. ½ hr; 6.01pm-4am: $3.50 per entry; Aft 4am: $2.50 per hr,Same as Saturday
LTA,Z219,27 West Coast Highway,1.2975042,103.76479255427198,0000-0700: $0.75 / 30 mins (Capped at $4.28). 0700-2000: $0.75 / 30 mins (Capped at $4.28),0,,0000-0700: $0.75 / 30 mins (Capped at $4.28). 0700-2000: $0.75 / 30 mins (Capped at $4.28),-,-,-
LTA,Z220,798 Upper Bukit Timah Road,1.3376808,103.7786626,0000-0700: $2.14 /30 mins. 0700-0000: $1.07 /30 mins.,1,,0000-0700: $2.14 /30 mins. 0700-0000: $1.07 /30 mins.,-,-,-
LTA,Z221,Alexandra Retail Centre,1.2745936,103.801819,7am to 6pm: $2/hr or part thereof.,0,7am to 10am: $2/hr or part thereof; 10am to 12mn: $2.40/entry; 12 mn to 7am: $2.40/hr or part thereof.,7am to 6pm: $2/hr or part thereof.,6pm to 12mn: $2.40/entry; 12 mn to 7am: $2.40/hr or part thereof.,7am to 10am: $2/hr or part thereof; 10am to 12mn: $2.40/entry; 12 mn to 7am: $2.40/hr or part thereof.,7am to 12mn: $2.40/entry; 12 mn to 7am: $2.40/hr or part thereof.
LTA,Z222,Anchorpoint Shopping Centre,1.2886526113559251,103.8050332812196,8am-6.59pm: $1 for 1st ½ hr or part thereof; $2 for sub hr or part thereof.,0,,8am-6.59pm: $1 for 1st ½ hr or part thereof; $2 for sub hr or part thereof.,7pm-7.59am: $2.50 per entry.,Same as wkdays,Same as wkdays
LTA,58,Bukit Panjang Plaza,1.3800081,103.7643115986492,"12am to 6pm :$1.07 for 1st hr, $0.32/min for sub.min.",1,"12am to 6pm :$2.14 for 1st 2 hr, $0.32 for sub 15mins","12am to 6pm :$1.07 for 1st hr, $0.32/min for sub.min.",6pm-12am: $2.14 per entry,"12am to 6pm :$2.14 for 1st 2 hr, $0.32 for sub 15mins",Same as Saturday
LTA,Z223,Bukit Timah Plaza (Multi-Storey Car Park),1.338761169197486,103.77861850530113,7.30am-5pm: $1.28 per hr,0,,7.30am-5pm: $1.28 per hr,5pm-12am: $2.25 per entry. Aft 12am: $2.25 per entry,Same as wkdays,Same as wkdays
LTA,Z224,Bukit Timah Shopping Centre,1.3432265,103.775786,8am-5pm: $1.25 per hr,0,,8am-5pm: $1.25 per hr,Aft 5pm: $2.10 per entry,Same as wkdays,Same as wkdays
LTA,Z225,Coronation Shopping Plaza,1.3237563,103.8101748,Daily(7.01am-7am): $2 per hr.,1,,Daily(7.01am-7am): $2 per hr.,-,-,-
LTA,Z226,Holland Road Shopping Centre,1.3100823,103.7954368,12am-8.59pm: $1.55 per ½ hr,0,,12am-8.59pm: $1.55 per ½ hr,Aft 9pm: $3.25 per entry,Same as wkdays,Same as wkdays
LTA,Z227,IKEA (Alexandra),1.2878999,103.80603798155038,"Daily :$0.05 per min, $1.50 per 30 Mins (subsequently charged on a per minute basis)",0,,"Daily :$0.05 per min, $1.50 per 30 Mins (subsequently charged on a per minute basis)",-,-,-
LTA,53,IMM Building,1.3346534,103.7477423,Free for 1st 2hrs for first entry only. Chargeable after 2nd hr of 1st entry @ $1.07 /hr; $0.30 for sub. 15 mins.,1,,Free for 1st 2hrs for first entry only. Chargeable after 2nd hr of 1st entry @ $1.07 /hr; $0.30 for sub. 15 mins.,-,-,-
LTA,Z228,JCube,1.33330045,103.74019697761317,3.30am-5.59pm: $1.30 for 1st hr; sub 15 mins or part thereof: $0.30. *Free 2 Hour Parking from 12 - 2pm daily (Monday - Friday) from now to 15 Oct 2015.,0,,3.30am-5.59pm: $1.30 for 1st hr; sub 15 mins or part thereof: $0.30. *Free 2 Hour Parking from 12 - 2pm daily (Monday - Friday) from now to 15 Oct 2015.,6pm-3.29am: $2.50 per entry,Same as wkdays,Same as wkdays
LTA,Z229,Junction 10,1.3803675000000002,103.76016739821614,$1.25 for 1st hr; $0.65 for sub. hr,0,,$1.25 for 1st hr; $0.65 for sub. hr,-,Same as wkdays,Same as wkdays
LTA,Z230,Jurong Point Shopping Centre,1.3401735,103.706178,7am-5pm: $1.07 for 1st 2hrs; $1.07 for sub. hr (Free parking from 12pm-2pm on Monday-Thursday),1,$2.14 for 1st 2hrs; $1.07 for sub. hr; Aft 9pm: $1.07 for 1st 3hrs; $1.07 for sub. hr,7am-5pm: $1.07 for 1st 2hrs; $1.07 for sub. hr (Free parking from 12pm-2pm on Monday-Thursday),5pm-9pm: $2.14 for 1st 2hrs; $1.07 for sub. hr; Aft 9pm: $1.07 for 1st 3hrs; $1.07 for sub. hr,$2.14 for 1st 2hrs; $1.07 for sub. hr; Aft 9pm: $1.07 for 1st 3hrs; $1.07 for sub. hr,Same as Saturday
LTA,62,Lot One,1.3850739957977525,103.74504294259673,12am-5.59pm: $1.07 for 1st hr; $0.32 for sub. 15 mins.,0,3am-5.59pm: $2.14 for 1st 2-hrs; $0.32 for sub. 15 mins. 6pm-2.59am: $2.14 per entry.,12am-5.59pm: $1.07 for 1st hr; $0.32 for sub. 15 mins.,"Mon-Thurs, 6pm-11.59pm: $2.14 per entry. Fri & Eve of PH, 6pm-2.59am: $2.14 per entry.",3am-5.59pm: $2.14 for 1st 2-hrs; $0.32 for sub. 15 mins. 6pm-2.59am: $2.14 per entry.,3am-5.59pm: $2.14 for 1st 2-hrs; $0.32 for sub. 15 mins. 6pm-11.59am: $2.14 per entry.
LTA,Z231,NUH,1.2933061,103.7845248,Daily: $0.03 per min,0,,Daily: $0.03 per min,-,-,-
LTA,Z232,Queensway Shopping Centre,1.28753815,103.8035058807163,8am-6pm: $2 for 1st 1½hr; $1.20 for sub. ½ hr,1,8am-6pm: $1.50 for 1st 1hr; $1.20 for sub. ½ hr; Aft 6pm: $2.30 per entry,8am-6pm: $2 for 1st 1½hr; $1.20 for sub. ½ hr,Aft 6pm: $2.30 per entry,8am-6pm: $1.50 for 1st 1hr; $1.20 for sub. ½ hr; Aft 6pm: $2.30 per entry,Same as wkdays
LTA,Z233,Savoy Theatre,1.3473431,103.71193575355755,8am-5pm: $1.20 per hr,0,,8am-5pm: $1.20 per hr,Aft 5pm: $3.00 per entry,Same as wkdays,$3.00 per entry
LTA,Z234,Serene Centre,1.3224227,103.81368245709332,8am-10pm: $1.53 for 1st hr; $1.53 for sub. ½ hr,0,,8am-10pm: $1.53 for 1st hr; $1.53 for sub. ½ hr,Aft 10pm: $1.53 per entry,Same as wkdays,Same as wkdays
LTA,Z235,The Metropolis,1.3059953,103.7911008642414,"6am-6pm: $2.50 for 1st hr, sub $1.25 per 1/2 hr",1,6am - 6pm: $1.00 per hour or part thereof; Aft 6pm same as wkdays,"6am-6pm: $2.50 for 1st hr, sub $1.25 per 1/2 hr",Time period 1: 6pm-12am: $2.50 per entry; Time period 2: 12am-6am: $2.50 per entry,6am - 6pm: $1.00 per hour or part thereof; Aft 6pm same as wkdays,6am - 6pm: $1.00 per hour or part thereof; Aft 6pm same as wkdays
LTA,Z236,The Star Vista,1.30683155,103.78842430820944,"12am-11.59pm:$1.30 for 1st hr, $0.65 for sub. 30 mins or part thereof.",0,Sat & PH: Same as wkdays,"12am-11.59pm:$1.30 for 1st hr, $0.65 for sub. 30 mins or part thereof.","$1.30 for 1st hr, $0.65 for sub. 30 mins or part thereof.",Sat & PH: Same as wkdays,"Sun:12am-11.59pm: $2.14 for 1st hr, $1.07 for sub. 30 mins or part thereof."
LTA,Z237,Tiong Bahru Plaza,1.2863599,103.82733303018044,$1.50 for 1st hr; $0.80 for sub. ½ hr,0,,$1.50 for 1st hr; $0.80 for sub. ½ hr,$1.50 for 1st hr; $0.80 for sub. ½ hr,Same as wkdays,7am-6pm:$1.50 per hr; Aft 6pm: $3.60 per entry
LTA,Z238,Turf City,1.340922,103.79430247483285,Daily: Free parking,1,,Daily: Free parking,-,-,-
LTA,Z239,Valley Point,1.2931578,103.826502,Daily: $1.50 for 1st hr; $0.80 for sub. ½ hr,0,,Daily: $1.50 for 1st hr; $0.80 for sub. ½ hr,-,-,-
LTA,Z240,West Coast Plaza (Ginza Plaza),1.3036406500000002,103.76601391264752,$1.25 for 1st hr; $1.00 for sub. ½ hr,0,$1.50 for 1st hr; $1.00 for sub. ½ hr,$1.25 for 1st hr; $1.00 for sub. ½ hr,$1.25 for 1st hr; $1.00 for sub. ½ hr,$1.50 for 1st hr; $1.00 for sub. ½ hr,Same as Saturday
LTA,Z241,West Mall,1.3500765,103.74925662743148,6am-5pm : $1.10 for 1st 2hrs or part thereof; $0.60 for sub. ½ hr or part thereof.,1,6am-5pm: $1.10 for 1st hr or part thereof; $0.60 for sub. ½ hr or part thereof; 5pm-6am: $2.50 per entry.,6am-5pm : $1.10 for 1st 2hrs or part thereof; $0.60 for sub. ½ hr or part thereof.,5pm-6am: $2.50 per entry.,6am-5pm: $1.10 for 1st hr or part thereof; $0.60 for sub. ½ hr or part thereof; 5pm-6am: $2.50 per entry.,6am-6am next day: $2.50 per entry.
LTA,43,Westgate,1.334194,103.74286707502576,Daily: $1.30 for 1st hr; $0.50 for sub. 15 mins,0,,Daily: $1.30 for 1st hr; $0.50 for sub. 15 mins,6pm - 11.59pm: $2.50 per entry,Same as wkdays,Same as wkdays
LTA,Z242,Yew Tee Point,1.39695775,103.74661216600052,Daily: $1.18 for 1st hr; $0.64 for sub. ½ hr or part thereof.,0,,Daily: $1.18 for 1st hr; $0.64 for sub. ½ hr or part thereof.,-,-,-
HDB,ACB,BLK 270/271 ALBERT CENTRE BASEMENT CAR PARK,1.301057125,103.854118,$2.40/hr,1,,,,,
HDB,ACM,BLK 98A ALJUNIED CRESCENT,1.320998049,103.8850609,$1.20/hr,0,,,,,
HDB,AH1,BLK 101 JALAN DUSUN,1.328277219,103.8446199,$1.20/hr,0,,,,,
HDB,AK19,BLOCK 253 ANG MO KIO STREET 21,1.369084748,103.8349849,$1.20/hr,1,,,,,
HDB,AK31,BLK 302/348 ANG MO KIO STREET 31,1.36611397,103.8466356,$1.20/hr,0,,,,,
HDB,AK52,BLK 513 ANG MO KIO STREET 53,1.372432149,103.8502957,$1.20/hr,0,,,,,
HDB,AK83,BLK 5022 TO 5095 ANG MO KIO INDUSTRIAL PARK 2,1.376671704,103.8638451,$1.20/hr,1,,,,,
HDB,AK9,ANG MO KIO AVENUE 9,1.383592521,103.8483681,$1.20/hr,0,,,,,
HDB,AM14,BLK 227 ANG MO KIO STREET 23,1.368734628,103.8403011,$1.20/hr,0,,,,,
HDB,AM16,BLK 256A ANG MO KIO STREET 21,1.370343327,103.8357183,$1.20/hr,1,,,,,
HDB,AM18,BLK 308C ANG MO KIO AVENUE 1,1.365533561,103.8446194,$1.20/hr,0,,,,,
HDB,AM19,BLK 260 ANG MO KIO STREET 21,1.36887973,103.834531,$1.20/hr,0,,,,,
HDB,AM20,BLK 309B ANG MO KIO STREET 31,1.364691285,103.8460886,$1.20/hr,1,,,,,
HDB,AM22,BLK 316B ANG MO KIO STREET 31,1.364581844,103.847653,$1.20/hr,0,,,,,
HDB,AM32,BLK 255A ANG MO KIO STREET 21,1.370526049,103.8343768,$1.20/hr,0,,,,,
HDB,AM43,BLK 455 ANG MO KIO STREET 44,1.368604252,103.8573035,$1.20/hr,1,,,,,
HDB,AM46,BLK 588 ANG MO KIO STREET 52,1.37217184,103.8533964,$1.20/hr,0,,,,,
HDB,AM51,BLK 700 ANG MO KIO AVENUE 6,1.369908529,103.8466985,$1.20/hr,0,,,,,
HDB,AM64,BLK 590 ANG MO KIO STREET 51,1.37145054,103.8530982,$1.20/hr,1,,,,,
HDB,AM79,BLK 596 ANG MO KIO STREET 52,1.372321745,103.8513279,$1.20/hr,0,,,,,
HDB,AM80,BLK 130A ANG MO KIO STREET 12,1.370640514,103.8418615,$1.20/hr,0,,,,,
HDB,AM81,BLK 132A ANG MO KIO STREET 12,1.371632761,103.8419478,$1.20/hr,1,,,,,
HDB,AM96,BLK 352A ANG MO KIO STREET 32,1.364067704,103.8509404,$1.20/hr,0,,,,,
HDB,AR1L,3 AND 5 DOVER ROAD,1.303870558,103.7826318,$1.20/hr,0,,,,,
HDB,AR1M,BLK 2A DOVER ROAD,1.302842528,103.7836668,$1.20/hr,1,,,,,
HDB,AR2L,BLK 26 AND 27 DOVER CRESCENT,1.305907064,103.7811547,$1.20/hr,0,,,,,
HDB,AR2M,BLK 28 DOVER CRESCENT,1.304732728,103.7816745,$1.20/hr,0,,,,,
HDB,AR5M,BLK 19A DOVER CRESCENT,1.30733735,103.7844633,$1.20/hr,1,,,,,
HDB,AR7L,12 TO 14 DOVER CLOSE EAST,1.305801551,103.7855911,$1.20/hr,0,,,,,
HDB,AR7M,BLK 12A DOVER CLOSE EAST,1.304765212,103.785192,$1.20/hr,0,,,,,
HDB,AR9,BLK 20/22/23 DOVER CRESCENT,1.307278186,103.7834396,$1.20/hr,1,,,,,
HDB,AV1,BLK 120/120A/121-127 ALEXANDRA VILLAGE,1.285576481,103.8032153,$1.20/hr,0,,,,,
HDB,AV2,BLK 1001/1010 BUKIT MERAH LANE 1/3,1.284905214,103.8058374,$1.20/hr,0,,,,,
HDB,A1,BLK 215 ANG MO KIO STREET 22,1.366707941,103.8417128,$1.20/hr,1,,,,,
HDB,A10,BLK 201/202 ANG MO KIO STREET 22,1.368626515,103.844524,$1.20/hr,0,,,,,
HDB,A100,BLK 650 ANG MO KIO STREET 61,1.377980963,103.8426025,$1.20/hr,0,,,,,
HDB,A11,BLK 223/226/226A-226D ANG MO KIO STREET 22,1.367029075,103.8381811,$1.20/hr,1,,,,,
HDB,A12,BLK 229/230 ANG MO KIO STREET 22,1.368561421,103.8387593,$1.20/hr,0,,,,,
HDB,A13,BLK 232/233 ANG MO KIO STREET 22,1.367993758,103.8368096,$1.20/hr,0,,,,,
HDB,A15,BLK 226E-226H ANG MO KIO STREET 22,1.366961152,103.8404175,$1.20/hr,1,,,,,
HDB,A2,BLK 206/207 ANG MO KIO STREET 22,1.366230601,103.8430464,$1.20/hr,0,,,,,
HDB,A20,BLK 304/307/319 ANG MO KIO STREET 31,1.364936932,103.8484571,$1.20/hr,0,,,,,
HDB,A21,BLK 325/326/301 ANG MO KIO STREET 31,1.368121095,103.8463132,$1.20/hr,1,,,,,
HDB,A23,BLK 347A ANG MO KIO AVENUE 3,1.367329006,103.8489133,$1.20/hr,0,,,,,
HDB,A24,BLK 338/340 ANG MO KIO STREET 32,1.364746964,103.8493977,$1.20/hr,0,,,,,
HDB,A25,BLK 330/337 ANG MO KIO AVENUE 8,1.362762869,103.8516275,$1.20/hr,1,,,,,
HDB,A26,BLK 113/114/118 ANG MO KIO AVENUE 4,1.372763716,103.8354476,$1.20/hr,0,,,,,
HDB,A27,BLK 108/109/110 ANG MO KIO STREET 11,1.370356577,103.8383207,$1.20/hr,0,,,,,
HDB,A28,BLK 103/105/107 ANG MO KIO STREET 11,1.371643448,103.8374643,$1.20/hr,1,,,,,
HDB,A29,BLK 347 ANG MO KIO AVENUE 3,1.3672198,103.8487156,$1.20/hr,0,,,,,
HDB,A30,BLK 129/134 ANG MO KIO STREET 12,1.370983269,103.842419,$1.20/hr,0,,,,,
HDB,A30A,BLK 133 ANG MO KIO STREET 12,1.370212369,103.8427505,$1.20/hr,1,,,,,
HDB,A31,BLK 119/128 ANG MO KIO STREET 12,1.370444644,103.8436999,$1.20/hr,0,,,,,
HDB,A31A,BLK 125/126 ANG MO KIO STREET 12,1.371852859,103.8436582,$1.20/hr,0,,,,,
HDB,A33,BLK 253/254 ANG MO KIO STREET 21,1.370014538,103.8346919,$1.20/hr,1,,,,,
HDB,A34,BLK 422/425 ANG MO KIO STREET 42,1.368350008,103.8516674,$1.20/hr,0,,,,,
HDB,A35,BLK 426/428/435 ANG MO KIO STREET 43,1.368639926,103.8540815,$1.20/hr,0,,,,,
HDB,A36,BLK 436/443/445 ANG MO KIO STREET 43,1.366400672,103.8552788,$1.20/hr,1,,,,,
HDB,A37,BLK 446/449/453 ANG MO KIO STREET 43,1.368106604,103.8555566,$1.20/hr,0,,,,,
HDB,A38,BLK 407/410/421 ANG MO KIO AVENUE 10,1.363957261,103.8545884,$1.20/hr,0,,,,,
HDB,A39,BLK 401/405 ANG MO KIO AVENUE 10,1.361144591,103.8540722,$1.20/hr,1,,,,,
HDB,A4,BLK 217/220 ANG MO KIO AVENUE 1,1.365685168,103.8411922,$1.20/hr,0,,,,,
HDB,A40,BLK 471/476 ANG MO KIO STREET 44,1.362349714,103.8569821,$1.20/hr,0,,,,,
HDB,A41,BLK 466/470 ANG MO KIO STREET 44,1.364930486,103.8569326,$1.20/hr,1,,,,,
HDB,A42,BLK 461/465 ANG MO KIO STREET 44,1.366573725,103.8573639,$1.20/hr,0,,,,,
HDB,A43,BLK 457/458/460 ANG MO KIO STREET 44,1.365990282,103.8592673,$1.20/hr,0,,,,,
HDB,A44,BLK 459/456 ANG MO KIO STREET 44,1.367199284,103.8589905,$1.20/hr,1,,,,,
HDB,A45,BLK 570/578 ANG MO KIO STREET 51,1.370911216,103.8552305,$1.20/hr,0,,,,,
HDB,A47,BLK 562/565/560 ANG MO KIO STREET 54,1.370551691,103.8592466,$1.20/hr,0,,,,,
HDB,A48,BLK 571/73 ANG MO KIO STREET 51,1.370364807,103.8546523,$1.20/hr,1,,,,,
HDB,A49,BLK 555/559 ANG MO KIO STREET 54,1.371323127,103.8577971,$1.20/hr,0,,,,,
HDB,A50,BLK 548/552/556 ANG MO KIO STREET 54,1.372515979,103.8576096,$1.20/hr,0,,,,,
HDB,A51,BLK 252/253A ANG MO KIO STREET 21,1.369464269,103.8343753,$1.20/hr,1,,,,,
HDB,A52,BLK 701/716 ANG MO KIO AVENUE 3/6,1.370378958,103.8469225,$1.20/hr,0,,,,,
HDB,A52L,BLK 700B/ 700C ANG MO KIO AVENUE 3/6,1.369274164,103.8461343,$1.20/hr,0,,,,,
HDB,A53,BLK 712A ANG MO KIO AVENUE 3/6,1.370858546,103.8468773,$1.20/hr,1,,,,,
HDB,A54,BLK 727/728 ANG MO KIO AVENUE 6,1.372427875,103.8459154,$1.20/hr,0,,,,,
HDB,A55,BLK 729/730 ANG MO KIO AVENUE 6/8,1.373185286,103.8464749,$1.20/hr,0,,,,,
HDB,A56,BLK 725/730 ANG MO KIO AVENUE 8,1.37269219,103.8471462,$1.20/hr,1,,,,,
HDB,A57,BLK 720/723 ANG MO KIO AVENUE 8,1.372013128,103.8469642,$1.20/hr,0,,,,,
HDB,A58,BLK 721/722 ANG MO KIO AVENUE 8,1.372340524,103.8477241,$1.20/hr,0,,,,,
HDB,A59,BLK 547/551 ANG MO KIO STREET 54,1.37388973,103.8581398,$1.20/hr,1,,,,,
HDB,A60,BLK 540/546 ANG MO KIO STREET 54,1.374458001,103.8559134,$1.20/hr,0,,,,,
HDB,A61,BLK 520/534/529 ANG MO KIO AVENUE 5/10,1.374163954,103.85216,$1.20/hr,0,,,,,
HDB,A63,BLK 501/513/508 ANG MO KIO STREET 52/53,1.375210633,103.8493991,$1.20/hr,1,,,,,
HDB,A64,BLK 584/586 ANG MO KIO STREET 51,1.370528393,103.8534618,$1.20/hr,0,,,,,
HDB,A65,BLK 558/560 ANG MO KIO STREET 54,1.371022681,103.8594172,$1.20/hr,0,,,,,
